Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2
Line.LN5805728-1,    328.571,   -48.90,    324.014,  -171.05,    223.815,    79.43,          0,     0.00,    100.276,  -128.93,    328.571,   131.10,    324.014,     8.95,    223.815,  -100.57,          0,     0.00,    100.276,    51.07
Line.LN5684836-1,    328.571,   -48.90,    322.567,  -171.02,    223.815,    79.43,          0,     0.00,    99.3213,  -128.30,    328.571,   131.10,    322.567,     8.98,    223.815,  -100.57,          0,     0.00,    99.3213,    51.70
Line.LN5587291-1,    328.571,   -48.90,    322.567,  -171.02,    222.419,    79.51,          0,     0.00,    100.709,  -128.09,    328.572,   131.10,    322.568,     8.98,    222.419,  -100.49,          0,     0.00,    100.709,    51.91
Line.LN5587291-3,    298.701,   -48.90,    303.593,  -171.02,    221.038,    79.51,          0,     0.00,    83.9347,  -138.93,    298.702,   131.10,    303.593,     8.98,    221.038,  -100.49,          0,     0.00,    83.9347,    41.07
Line.2002200004641085_SW,    298.702,   -48.90,    303.593,  -171.02,    221.038,    79.51,          0,     0.00,    83.9347,  -138.93,    298.702,   131.10,    303.593,     8.98,    221.038,  -100.49,          0,     0.00,    83.9347,    41.07
Line.LN5587291-4,    298.702,   -48.90,    303.593,  -171.02,    221.038,    79.51,          0,     0.00,    83.9347,  -138.93,    298.702,   131.10,    303.594,     8.98,    221.038,  -100.49,          0,     0.00,    83.9347,    41.07
Line.LN5473349-1,    298.702,   -48.90,    303.594,  -171.02,     210.64,    80.18,          0,     0.00,    93.7234,  -136.14,    298.702,   131.10,    303.594,     8.98,     210.64,   -99.82,          0,     0.00,    93.7234,    43.86
Line.LN5563853-1,    298.702,   -48.90,    300.182,  -170.94,     210.64,    80.18,          0,     0.00,    91.1881,  -134.71,    298.702,   131.10,    300.183,     9.06,     210.64,   -99.82,          0,     0.00,    91.1881,    45.29
Line.LN6167731-2,    298.702,   -48.90,    300.183,  -170.94,     210.64,    80.18,          0,     0.00,    91.1881,  -134.71,    298.704,   131.10,    300.185,     9.06,    210.639,   -99.83,          0,     0.00,    91.1881,    45.29
Line.LN6167731-1,    297.957,   -48.88,    300.185,  -170.94,    210.639,    80.17,          0,     0.00,    91.0333,  -135.17,    297.958,   131.11,    300.186,     9.06,    210.639,   -99.83,          0,     0.00,    91.0333,    44.83
Line.LN6380805-1,    297.958,   -48.89,    300.186,  -170.94,    207.882,    80.36,          0,     0.00,    93.6876,  -134.54,    297.958,   131.11,    300.186,     9.05,    207.882,   -99.64,          0,     0.00,    93.6876,    45.46
Line.LN6350529-1,    297.958,   -48.89,    300.186,  -170.95,    207.882,    80.36,          0,     0.00,    93.6876,  -134.54,    297.959,   131.11,    300.187,     9.05,    207.882,   -99.64,          0,     0.00,    93.6876,    45.46
Line.LN6290198-1,    295.207,   -48.81,    300.187,  -170.95,    207.882,    80.36,          0,     0.00,    93.1253,  -136.21,    295.208,   131.19,    300.187,     9.05,    207.881,   -99.64,          0,     0.00,    93.1253,    43.79
Line.LN5653452-1,    295.208,   -48.81,    300.187,  -170.95,    207.881,    80.36,          0,     0.00,    93.1253,  -136.21,    295.208,   131.19,    300.188,     9.05,    207.881,   -99.64,          0,     0.00,    93.1253,    43.79
Line.LN6290199-1,    295.208,   -48.81,    300.188,  -170.95,    207.881,    80.36,          0,     0.00,    93.1253,  -136.21,    295.209,   131.19,    300.189,     9.05,    207.881,   -99.64,          0,     0.00,    93.1253,    43.79
Line.LN5679696-1,    295.209,   -48.81,    300.189,  -170.95,    207.881,    80.36,          0,     0.00,    93.1253,  -136.21,    295.209,   131.19,    300.189,     9.05,    207.881,   -99.64,          0,     0.00,    93.1253,    43.79
Line.LN5679695-1,    295.209,   -48.81,    300.189,  -170.95,    207.881,    80.36,          0,     0.00,    93.1253,  -136.21,     295.21,   131.19,     300.19,     9.05,     207.88,   -99.64,          0,     0.00,    93.1253,    43.79
Line.LN5986921-1,    292.694,   -48.74,     300.19,  -170.95,     207.88,    80.36,          0,     0.00,     92.667,  -137.75,    292.694,   131.26,     300.19,     9.05,     207.88,   -99.64,          0,     0.00,     92.667,    42.25
Line.LN6290200-1,    292.694,   -48.74,     300.19,  -170.95,     207.88,    80.36,          0,     0.00,     92.667,  -137.75,    292.694,   131.26,     300.19,     9.05,     207.88,   -99.65,          0,     0.00,     92.667,    42.25
Line.LN6259984-1,     291.94,   -48.72,     300.19,  -170.95,     207.88,    80.35,          0,     0.00,    92.5403,  -138.22,    291.941,   131.28,    300.191,     9.05,     207.88,   -99.65,          0,     0.00,    92.5403,    41.78
Line.LN5799408-1,    291.941,   -48.72,    300.191,  -170.95,    205.128,    80.55,          0,     0.00,    95.1484,  -137.52,    291.941,   131.28,    300.191,     9.05,    205.128,   -99.45,          0,     0.00,    95.1484,    42.48
Line.LN5769126-1,    291.941,   -48.72,    300.191,  -170.95,     203.06,    80.71,          0,     0.00,    97.1216,  -137.03,    291.941,   131.28,    300.191,     9.05,     203.06,   -99.29,          0,     0.00,    97.1216,    42.97
Line.LN5527264-8,    291.941,   -48.72,    300.191,  -170.95,    201.686,    80.82,          0,     0.00,    98.4375,  -136.71,    291.942,   131.28,    300.192,     9.05,    201.686,   -99.18,          0,     0.00,    98.4375,    43.29
Line.LN5527264-7,    291.942,   -48.72,    300.192,  -170.95,    201.686,    80.82,          0,     0.00,    98.4375,  -136.71,    291.942,   131.28,    300.192,     9.05,    201.686,   -99.18,          0,     0.00,    98.4375,    43.29
Line.LN6108125-3,    291.942,   -48.72,    300.192,  -170.95,    201.686,    80.82,          0,     0.00,    98.4375,  -136.71,    291.942,   131.28,    300.192,     9.05,    201.686,   -99.19,          0,     0.00,    98.4375,    43.29
Line.LN6108125-2,    291.942,   -48.72,    300.192,  -170.95,    201.686,    80.81,          0,     0.00,    98.4375,  -136.71,    291.942,   131.28,    300.192,     9.05,    201.686,   -99.19,          0,     0.00,    98.4375,    43.29
Line.LN6047557-2,    291.942,   -48.72,    300.192,  -170.95,    201.686,    80.81,          0,     0.00,    98.4375,  -136.71,    291.942,   131.28,    300.193,     9.05,    201.685,   -99.19,          0,     0.00,    98.4375,    43.29
Line.LN6047557-3,    291.942,   -48.72,    300.193,  -170.95,    201.685,    80.81,          0,     0.00,    98.4375,  -136.71,    291.943,   131.28,    300.193,     9.05,    201.685,   -99.19,          0,     0.00,    98.4374,    43.29
Line.LN6138595-1,    291.943,   -48.72,    300.193,  -170.95,    201.685,    80.81,          0,     0.00,    98.4374,  -136.71,    291.943,   131.28,    300.193,     9.05,    201.685,   -99.19,          0,     0.00,    98.4374,    43.29
Line.LN6320324-1,    291.943,   -48.72,    300.193,  -170.95,    201.685,    80.81,          0,     0.00,    98.4374,  -136.71,    291.943,   131.28,    300.193,     9.05,    201.685,   -99.19,          0,     0.00,    98.4374,    43.29
Line.LN5761784-1,    291.943,   -48.72,    300.193,  -170.95,    201.685,    80.81,          0,     0.00,    98.4374,  -136.71,    291.943,   131.28,    300.194,     9.05,    201.685,   -99.19,          0,     0.00,    98.4374,    43.29
Line.LN6247127-3,    291.943,   -48.72,    300.194,  -170.95,    201.685,    80.81,          0,     0.00,    98.4374,  -136.71,    291.943,   131.28,    300.194,     9.05,    201.685,   -99.19,          0,     0.00,    98.4374,    43.29
Line.LN6247127-2,    291.943,   -48.72,    300.194,  -170.95,    201.685,    80.81,          0,     0.00,    98.4374,  -136.71,    291.943,   131.28,    300.194,     9.05,    201.685,   -99.19,          0,     0.00,    98.4374,    43.29
Line.LN5534969-3,    291.943,   -48.72,    299.645,  -170.94,    201.685,    80.81,          0,     0.00,    98.0337,  -136.49,    291.943,   131.28,    299.645,     9.06,    201.685,   -99.19,          0,     0.00,    98.0337,    43.51
Line.LN5534969-2,    291.943,   -48.72,    299.645,  -170.94,    201.685,    80.81,          0,     0.00,    98.0337,  -136.49,    291.944,   131.28,    299.646,     9.06,    201.685,   -99.19,          0,     0.00,    98.0337,    43.51
Line.V7173_48332_SW,    291.944,   -48.72,    299.646,  -170.94,    201.685,    80.81,          0,     0.00,    98.0337,  -136.49,    291.944,   131.28,    299.646,     9.06,    201.685,   -99.19,          0,     0.00,    98.0337,    43.51
Line.LN5863714-2,    291.944,   -48.72,    299.646,  -170.94,    201.685,    80.81,          0,     0.00,    98.0337,  -136.49,    291.944,   131.28,    299.646,     9.06,    201.685,   -99.19,          0,     0.00,    98.0337,    43.51
Line.LN5863714-4,    284.842,   -48.49,    241.897,  -168.72,    196.758,    81.20,          0,     0.00,    68.6936,  -105.50,    284.842,   131.50,    241.897,    11.28,    196.758,   -98.80,          0,     0.00,    68.6936,    74.50
Line.LN5863714-3,    284.842,   -48.50,    241.897,  -168.72,    196.758,    81.20,          0,     0.00,    68.6936,  -105.50,    284.842,   131.50,    241.897,    11.28,    196.758,   -98.80,          0,     0.00,    68.6936,    74.50
Line.LN5653479-1,    284.842,   -48.50,    241.897,  -168.72,    196.758,    81.20,          0,     0.00,    68.6936,  -105.50,    284.842,   131.50,    241.898,    11.28,    196.758,   -98.80,          0,     0.00,    68.6936,    74.50
Line.LN6077798-1,    284.842,   -48.50,    241.898,  -168.72,    196.758,    81.20,          0,     0.00,    68.6936,  -105.50,    284.843,   131.50,    241.898,    11.28,    196.758,   -98.80,          0,     0.00,    68.6936,    74.50
Line.LN5623418-1,    284.843,   -48.50,    241.898,  -168.72,     195.39,    81.31,          0,     0.00,    70.0986,  -105.68,    284.843,   131.50,    241.898,    11.28,    195.389,   -98.69,          0,     0.00,    70.0986,    74.32
Line.LN5895804-1,    284.843,   -48.50,    241.898,  -168.72,    195.389,    81.31,          0,     0.00,    70.0986,  -105.68,    284.843,   131.50,    241.898,    11.28,    195.389,   -98.69,          0,     0.00,    70.0986,    74.32
Line.LN5714063-3,    284.843,   -48.50,    241.898,  -168.72,    195.389,    81.31,          0,     0.00,    70.0986,  -105.68,    284.843,   131.50,    241.899,    11.28,    195.389,   -98.69,          0,     0.00,    70.0986,    74.32
Line.LN5714063-2,    284.843,   -48.50,    241.899,  -168.72,    195.389,    81.31,          0,     0.00,    70.0986,  -105.68,    284.844,   131.50,    241.899,    11.28,    195.389,   -98.69,          0,     0.00,    70.0986,    74.32
Line.LN6350556-2,    284.336,   -48.48,    241.354,  -168.70,    194.843,    81.36,          0,     0.00,    70.1626,  -105.63,    284.336,   131.52,    241.354,    11.30,    194.843,   -98.65,          0,     0.00,    70.1626,    74.37
Line.LN6350556-3,    284.336,   -48.48,    241.354,  -168.70,    194.843,    81.35,          0,     0.00,    70.1626,  -105.63,    284.336,   131.52,    241.354,    11.30,    194.843,   -98.65,          0,     0.00,    70.1626,    74.37
Line.LN5835160-1,    284.336,   -48.48,    241.354,  -168.70,    194.843,    81.35,          0,     0.00,    70.1626,  -105.63,    284.336,   131.52,    241.354,    11.30,    194.843,   -98.65,          0,     0.00,    70.1626,    74.37
Line.LN6290228-2,    277.071,   -48.22,    241.354,  -168.70,    194.843,    81.35,          0,     0.00,    65.3858,  -110.39,    277.071,   131.78,    241.354,    11.30,    194.843,   -98.65,          0,     0.00,    65.3858,    69.61
Line.LN6290228-6,    277.071,   -48.22,    241.354,  -168.70,    194.843,    81.35,          0,     0.00,    65.3858,  -110.39,    277.071,   131.78,    241.354,    11.30,    194.843,   -98.65,          0,     0.00,    65.3857,    69.61
Line.2002200004991174_SW,    277.071,   -48.22,    241.354,  -168.70,    194.843,    81.35,          0,     0.00,    65.3857,  -110.39,    277.071,   131.78,    241.354,    11.30,    194.843,   -98.65,          0,     0.00,    65.3857,    69.61
Line.CAP_3A,    277.071,   -48.22,          0,     0.00,          0,     0.00,          0,     0.00,    277.071,   -48.22,    277.071,   131.78,          0,     0.00,          0,     0.00,          0,     0.00,    277.071,   131.78
Line.LN6290228-7,    277.071,   -48.22,    241.354,  -168.70,    194.843,    81.35,          0,     0.00,    65.3857,  -110.39,    277.071,   131.78,    241.354,    11.30,    194.843,   -98.65,          0,     0.00,    65.3857,    69.61
Line.LN6290228-5,    286.958,   -59.32,    250.869,   178.34,    201.992,    64.72,          0,     0.00,    59.6729,  -107.63,    286.959,   120.68,    250.869,    -1.66,    201.992,  -115.28,          0,     0.00,    59.6729,    72.37
Line.LN5653480-1,    286.959,   -59.32,     250.03,   178.34,    201.992,    64.72,          0,     0.00,    59.4315,  -106.86,    286.959,   120.68,     250.03,    -1.66,    201.992,  -115.28,          0,     0.00,    59.4315,    73.14
Line.LN6290230-1,    285.659,   -59.32,     250.03,   178.34,    201.992,    64.72,          0,     0.00,    58.5742,  -107.81,    285.659,   120.68,    250.031,    -1.67,    201.993,  -115.28,          0,     0.00,    58.5742,    72.19
Line.LN5623416-1,    281.613,   -59.33,    250.031,   178.33,    201.993,    64.72,          0,     0.00,    56.0147,  -110.95,    281.615,   120.67,    250.034,    -1.67,    201.994,  -115.28,          0,     0.00,    56.0146,    69.05
Line.LN6380817-1,    281.615,   -59.33,    250.034,   178.33,    201.994,    64.72,          0,     0.00,    56.0146,  -110.95,    281.615,   120.67,    250.034,    -1.67,    201.994,  -115.28,          0,     0.00,    56.0146,    69.05
Line.LN5860423-1,    281.615,   -59.33,    248.622,   178.33,    201.994,    64.72,          0,     0.00,    55.5443,  -109.58,    281.615,   120.67,    248.622,    -1.67,    201.994,  -115.28,          0,     0.00,    55.5443,    70.42
Line.LN5860423-3,    265.049,   -59.33,    239.635,   178.33,      199.5,    64.72,          0,     0.00,    44.8882,  -115.25,    265.049,   120.67,    239.636,    -1.67,      199.5,  -115.28,          0,     0.00,    44.8882,    64.75
Line.LN4641075_SW,    265.049,   -59.33,    239.636,   178.33,      199.5,    64.72,          0,     0.00,    44.8882,  -115.25,    265.049,   120.67,    239.636,    -1.67,      199.5,  -115.28,          0,     0.00,    44.8882,    64.75
Line.LN5860423-4,    265.049,   -59.33,    239.636,   178.33,      199.5,    64.72,          0,     0.00,    44.8882,  -115.25,     265.05,   120.67,    239.636,    -1.67,      199.5,  -115.28,          0,     0.00,    44.8882,    64.75
Line.LN6383059-1,    1.23715,   -58.84, 0.00182354,   -73.41, 0.00178807,   165.58,          0,     0.00,    1.23763,   -58.92,    1.23727,   121.14, 0.00137621,   106.59, 0.00134944,   -14.42,          0,     0.00,    1.23764,   121.08
Line.LN5716230-2,    1.23727,   -58.86, 0.00137621,   -73.41, 0.00134944,   165.58,          0,     0.00,    1.23764,   -58.92,    1.23732,   121.14, 0.00120385,   106.59, 0.00118043,   -14.42,          0,     0.00,    1.23764,   121.08
Line.LN5716230-3,    1.23732,   -58.86, 0.00120385,   -73.41, 0.00118043,   165.58,          0,     0.00,    1.23764,   -58.92,    1.23766,   121.09, 1.70879E-011,   -25.20, 1.45519E-011,   180.00,          0,     0.00,    1.23766,   121.09
Line.LN5804800-1,    263.812,   -59.34,    239.636,   178.33,    199.501,    64.72,          0,     0.00,     44.214,  -116.58,    263.813,   120.66,    239.637,    -1.67,    199.501,  -115.28,          0,     0.00,     44.214,    63.42
Line.LN5956470-1,    261.949,   -59.34,    239.637,   178.33,    197.365,    64.71,          0,     0.00,    45.3774,  -118.50,     261.95,   120.66,    239.638,    -1.67,    197.366,  -115.29,          0,     0.00,    45.3774,    61.50
Line.LN6350542-1,     261.95,   -59.34,    239.638,   178.33,    197.366,    64.71,          0,     0.00,    45.3774,  -118.50,    261.951,   120.66,    239.639,    -1.67,    197.366,  -115.29,          0,     0.00,    45.3774,    61.50
Line.LN6077781-2,    260.706,   -59.34,    239.639,   178.33,    194.521,    64.71,          0,     0.00,    47.5935,  -119.59,    260.707,   120.66,     239.64,    -1.67,    194.522,  -115.29,          0,     0.00,    47.5935,    60.41
Line.LN6077781-3,    260.707,   -59.34,     239.64,   178.33,    194.522,    64.71,          0,     0.00,    47.5935,  -119.59,    260.707,   120.66,     239.64,    -1.68,    194.522,  -115.29,          0,     0.00,    47.5935,    60.41
Line.LN5562932-1,    258.828,   -59.34,     239.64,   178.32,    194.522,    64.71,          0,     0.00,    46.6943,  -121.59,    258.829,   120.66,    239.641,    -1.68,    194.522,  -115.29,          0,     0.00,    46.6943,    58.41
Line.LN6108141-1,    119.039,   -59.19,    91.1872,   178.46,    104.906,    64.55,          0,     0.00,    15.7309,   -18.74,    119.039,   120.81,    91.1874,    -1.55,    104.906,  -115.45,          0,     0.00,    15.7309,   161.26
Line.V9111_48332_SW,    119.039,   -59.19,    91.1874,   178.45,    104.906,    64.55,          0,     0.00,    15.7309,   -18.74,    119.039,   120.81,    91.1874,    -1.55,    104.906,  -115.45,          0,     0.00,    15.7309,   161.26
Line.LN6108142-1,    119.039,   -59.19,    91.1874,   178.45,    104.906,    64.55,          0,     0.00,    15.7309,   -18.74,     119.04,   120.81,    91.1884,    -1.55,    104.906,  -115.45,          0,     0.00,    15.7309,   161.26
Line.LN6138610-3,     119.04,   -59.19,    91.1884,   178.45,    103.473,    64.55,          0,     0.00,    15.6324,   -23.97,     119.04,   120.81,    91.1887,    -1.55,    103.473,  -115.45,          0,     0.00,    15.6324,   156.03
Line.LN6138610-2,     119.04,   -59.19,    91.1887,   178.45,    103.473,    64.55,          0,     0.00,    15.6324,   -23.97,     119.04,   120.81,    91.1889,    -1.55,    103.474,  -115.45,          0,     0.00,    15.6324,   156.03
Line.LN5593236-6,     119.04,   -59.19,    91.1889,   178.45,    103.474,    64.55,          0,     0.00,    15.6324,   -23.97,    119.041,   120.81,    91.1899,    -1.55,    103.474,  -115.46,          0,     0.00,    15.6324,   156.03
Line.LN6047577-1,    119.041,   -59.19,    91.1899,   178.45,     102.04,    64.54,          0,     0.00,    15.6673,   -29.22,    119.042,   120.81,    91.1904,    -1.55,     102.04,  -115.46,          0,     0.00,    15.6674,   150.78
Line.LN5742811-1,    57.4734,   -59.00,    76.3049,   178.30,    68.0106,    64.32,          0,     0.00,    22.3565,   140.28,    57.4737,   121.00,    76.3053,    -1.70,    68.0109,  -115.69,          0,     0.00,    22.3565,   -39.72
Line.LN5742811-3,    57.4737,   -59.00,    74.9186,   178.29,    68.0109,    64.31,          0,     0.00,    21.2882,   137.96,    57.4741,   121.00,     74.919,    -1.71,    68.0111,  -115.69,          0,     0.00,    21.2882,   -42.04
Line.LN5742811-4,    57.4741,   -59.00,     74.919,   178.29,    68.0111,    64.31,          0,     0.00,    21.2882,   137.96,    57.4741,   121.00,    74.9191,    -1.71,    68.0111,  -115.69,          0,     0.00,    21.2882,   -42.04
Line.LN5800830-1,    57.4741,   -59.00,    74.9191,   178.29,    68.0111,    64.31,          0,     0.00,    21.2882,   137.96,    57.4746,   120.99,    74.9197,    -1.71,    68.0114,  -115.69,          0,     0.00,    21.2882,   -42.04
Line.LN6134514-2,    57.4746,   -59.01,    73.5319,   178.28,    68.0114,    64.31,          0,     0.00,    20.2574,   135.39,    57.4753,   120.99,    73.5326,    -1.72,    68.0118,  -115.69,          0,     0.00,    20.2574,   -44.61
Line.LN6134514-1,    57.4753,   -59.01,    73.5328,   178.28,    68.0118,    64.31,          0,     0.00,    20.2581,   135.39,    57.4754,   120.99,     73.533,    -1.72,     68.012,  -115.69,          0,     0.00,    20.2581,   -44.61
Line.LN5895793-1,    57.4754,   -59.01,    72.7011,   178.27,     68.012,    64.31,          0,     0.00,    19.6609,   133.73,    57.4767,   120.99,    72.7025,    -1.73,    68.0127,  -115.69,          0,     0.00,    19.6608,   -46.27
Line.LN6169261-1,    57.4767,   -59.01,    71.3123,   178.26,    68.0127,    64.31,          0,     0.00,    18.7027,   130.72,    57.4774,   120.98,    71.3132,    -1.74,    68.0133,  -115.70,          0,     0.00,    18.7027,   -49.28
Line.LN6047576-1,    34.9682,   -58.82,    71.3132,   178.26,    68.0133,    64.30,          0,     0.00,    41.0556,   125.23,    34.9688,   121.18,    71.3139,    -1.74,    68.0137,  -115.70,          0,     0.00,    41.0556,   -54.77
Line.LN5739188-1,    33.6994,   -58.80,    71.3139,   178.26,    68.0137,    64.30,          0,     0.00,    42.3212,   125.09,    33.7001,   121.20,    71.3147,    -1.74,    68.0141,  -115.70,          0,     0.00,    42.3211,   -54.91
Line.LN5829831-1,    33.7001,   -58.80,    71.3147,   178.26,    68.0141,    64.30,          0,     0.00,    42.3211,   125.09,    33.7017,   121.19,    71.3165,    -1.75,    68.0152,  -115.70,          0,     0.00,     42.321,   -54.91
Line.LN5532753-1,    33.7017,   -58.81,    69.9211,   178.25,    68.0152,    64.30,          0,     0.00,    41.5062,   123.55,    33.7029,   121.18,    69.9224,    -1.76,    68.0159,  -115.71,          0,     0.00,    41.5062,   -56.45
Line.LN6012046-1,    29.7659,   -58.78,    69.9224,   178.24,    68.0159,    64.29,          0,     0.00,    45.4392,   123.31,    29.7667,   121.22,    69.9233,    -1.76,    68.0165,  -115.71,          0,     0.00,    45.4392,   -56.69
Line.LN6290205-1,    29.7667,   -58.78,    69.9233,   178.24,    68.0165,    64.29,          0,     0.00,    45.4392,   123.31,    29.7672,   121.22,    69.9239,    -1.76,    68.0168,  -115.71,          0,     0.00,    45.4391,   -56.69
Line.LN6169246-1,    29.7672,   -58.78,    68.5249,   178.23,    68.0168,    64.29,          0,     0.00,    44.6562,   121.84,    29.7675,   121.21,    68.5252,    -1.77,     68.017,  -115.71,          0,     0.00,    44.6562,   -58.16
Line.LN6259987-1,    29.7675,   -58.79,    68.5252,   178.23,     64.104,    64.28,          0,     0.00,    42.6745,   126.27,    29.7681,   121.21,    68.5259,    -1.77,    64.1044,  -115.73,          0,     0.00,    42.6744,   -53.73
Line.LN6077774-1,    28.4975,   -58.77,    68.5259,   178.23,    64.1044,    64.27,          0,     0.00,    43.9393,   126.11,    28.4985,   121.22,     68.527,    -1.77,    64.1051,  -115.73,          0,     0.00,    43.9393,   -53.89
Line.LN6229793-1,    28.4985,   -58.78,     68.527,   178.23,    49.5809,    64.23,          0,     0.00,    39.1959,   145.15,    28.4989,   121.22,    68.5275,    -1.77,    49.5811,  -115.77,          0,     0.00,    39.1959,   -34.85
Line.LN6106657-1,    28.4989,   -58.78,    68.5275,   178.23,    47.8463,    64.22,          0,     0.00,    38.9533,   147.67,    28.4991,   121.22,    68.5277,    -1.77,    47.8465,  -115.78,          0,     0.00,    38.9533,   -32.33
Line.LN5833717-1,    28.4991,   -58.78,    68.5277,   178.23,    47.8465,    64.22,          0,     0.00,    38.9533,   147.67,    28.4996,   121.22,    68.5283,    -1.78,    47.8468,  -115.78,          0,     0.00,    38.9532,   -32.33
Line.LN6199557-1,    28.4996,   -58.78,    66.4187,   178.22,    47.8468,    64.22,          0,     0.00,    37.1575,   146.00,    28.5005,   121.21,    66.4198,    -1.79,    47.8474,  -115.79,          0,     0.00,    37.1574,   -34.00
Line.LN5774495-1,    28.5005,   -58.79,    65.0153,   178.21,    47.8474,    64.21,          0,     0.00,    35.9802,   144.80,    28.5013,   121.20,    65.0162,    -1.80,    47.8479,  -115.79,          0,     0.00,    35.9801,   -35.20
Line.LN5835173-1,    28.5013,   -58.80,    63.6107,   178.20,    47.8479,    64.21,          0,     0.00,    34.8187,   143.52,    28.5016,   121.20,    63.6111,    -1.80,    47.8481,  -115.79,          0,     0.00,    34.8187,   -36.48
Line.LN5532785-1,    26.4688,   -58.77,    63.6111,   178.20,    47.8481,    64.21,          0,     0.00,    36.7022,   142.29,    26.4694,   121.23,    63.6118,    -1.80,    47.8485,  -115.79,          0,     0.00,    36.7022,   -37.71
Line.LN5593251-1,    26.4694,   -58.77,    60.7986,   178.18,    47.8485,    64.21,          0,     0.00,    34.4709,   139.53,    26.4701,   121.22,    60.7993,    -1.82,    47.8489,  -115.80,          0,     0.00,    34.4708,   -40.47
Line.LN6258443-1,    24.4364,   -58.74,    60.7993,   178.18,    47.8489,    64.20,          0,     0.00,    36.4025,   138.50,    24.4368,   121.26,    60.7998,    -1.82,    47.8492,  -115.80,          0,     0.00,    36.4025,   -41.50
Line.LN5803273-1,    24.4368,   -58.74,    59.3917,   178.18,    47.8492,    64.20,          0,     0.00,    35.3336,   137.04,    24.4376,   121.25,    59.3927,    -1.83,    47.8498,  -115.80,          0,     0.00,    35.3335,   -42.96
Line.LN5865268-2,    24.4377,   -58.75,    59.3927,   178.17,    47.8498,    64.20,          0,     0.00,    35.3335,   137.04,    24.4377,   121.25,    59.3928,    -1.83,    47.8498,  -115.80,          0,     0.00,    35.3335,   -42.96
Line.LN5865268-3,    24.4377,   -58.75,    59.3928,   178.17,    47.8498,    64.20,          0,     0.00,    35.3335,   137.04,    24.4385,   121.24,    59.3937,    -1.83,    47.8503,  -115.81,          0,     0.00,    35.3335,   -42.96
Line.LN5472402-1,    24.4385,   -58.76,    59.3937,   178.17,    46.3976,    64.19,          0,     0.00,    34.9331,   139.32,    24.4388,   121.24,     59.394,    -1.83,    46.3977,  -115.81,          0,     0.00,    34.9331,   -40.68
Line.LN5502569-1,    24.4388,   -58.76,     59.394,   178.17,     39.134,    64.19,          0,     0.00,    33.8021,   151.30,    24.4394,   121.24,    59.3946,    -1.83,    39.1344,  -115.81,          0,     0.00,    33.8021,   -28.70
Line.LN5956499-2,    24.4394,   -58.76,    57.9835,   178.16,    39.1344,    64.19,          0,     0.00,    32.5514,   150.17,    24.4397,   121.23,    57.9838,    -1.84,    39.1346,  -115.82,          0,     0.00,    32.5514,   -29.83
Line.LN4625680_SW,    24.4397,   -58.77,    57.9838,   178.16,    39.1346,    64.18,          0,     0.00,    32.5514,   150.17,    24.4397,   121.23,    57.9839,    -1.84,    39.1346,  -115.82,          0,     0.00,    32.5514,   -29.83
Line.LN5956499-3,    24.4397,   -58.77,    57.9839,   178.16,    39.1346,    64.18,          0,     0.00,    32.5514,   150.17,    24.4401,   121.23,    57.9843,    -1.84,    39.1348,  -115.82,          0,     0.00,    32.5513,   -29.83
Line.LN6047604-1,    24.4401,   -58.77,    54.8815,   178.15,    39.1348,    64.18,          0,     0.00,     29.853,   147.36,    24.4407,   121.23,    54.8822,    -1.85,    39.1353,  -115.82,          0,     0.00,    29.8529,   -32.64
Line.LN6290203-1,    21.8944,   -58.73,    54.8822,   178.15,    39.1353,    64.18,          0,     0.00,    32.1516,   145.33,    21.8952,   121.27,     54.883,    -1.86,    39.1357,  -115.82,          0,     0.00,    32.1515,   -34.67
Line.LN5835131-1,    21.8952,   -58.73,     52.758,   178.14,    39.1357,    64.18,          0,     0.00,    30.3907,   143.15,     21.896,   121.26,    52.7589,    -1.87,    39.1362,  -115.83,          0,     0.00,    30.3907,   -36.85
Line.LN6350533-4,     20.622,   -58.71,    52.7589,   178.13,    39.1362,    64.17,          0,     0.00,    31.5724,   142.27,    20.6234,   121.28,    52.7605,    -1.87,    39.1372,  -115.84,          0,     0.00,    31.5722,   -37.73
Line.LN6350533-5,    20.6234,   -58.72,    52.7605,   178.13,    39.1372,    64.16,          0,     0.00,    31.5722,   142.27,    20.6239,   121.27,    52.7611,    -1.87,    39.1375,  -115.84,          0,     0.00,    31.5722,   -37.73
Line.LN5683810-1,    20.6239,   -58.73,    52.7611,   178.13,    39.1375,    64.16,          0,     0.00,    31.5722,   142.27,    20.6243,   121.27,    52.7616,    -1.87,    39.1378,  -115.84,          0,     0.00,    31.5722,   -37.73
Line.LN5926291-1,    20.6243,   -58.73,    52.7616,   178.13,    39.1378,    64.16,          0,     0.00,    31.5722,   142.27,    20.6251,   121.26,    52.7624,    -1.88,    39.1383,  -115.84,          0,     0.00,    31.5721,   -37.73
Line.LN5956457-2,    20.6251,   -58.74,    50.6308,   178.12,    39.1383,    64.16,          0,     0.00,     29.873,   139.87,    20.6253,   121.26,    50.6311,    -1.88,    39.1384,  -115.85,          0,     0.00,     29.873,   -40.13
